@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
463,'2024/11/10 16:25:38:363',5,0.45546,0.439204,0.496429,0.441301,0.547273,0.447371,0.583667,0.452838,0.528199,0.5081,0.527116,0.38304,0.477801,0.613365,0.551498,0.621983,0.519782,0.585511,0.515328,0.681611,0.46,0.13,0.796034
464,'2024/11/10 16:25:38:395',5,0.455148,0.438961,0.496101,0.44129,0.546809,0.447629,0.583727,0.453114,0.527289,0.506704,0.526609,0.382653,0.476454,0.610117,0.552501,0.619673,0.519206,0.584595,0.515268,0.676324,0.46,0.13,0.796034
465,'2024/11/10 16:25:38:428',5,0.455109,0.439128,0.496191,0.441464,0.546926,0.447727,0.583704,0.453063,0.527856,0.506611,0.526903,0.382493,0.476428,0.610913,0.552897,0.619963,0.519698,0.583708,0.515553,0.678227,0.46,0.13,0.796034
466,'2024/11/10 16:25:38:462',5,0.454686,0.440107,0.495653,0.44163,0.546916,0.447882,0.584195,0.453778,0.526623,0.501711,0.52594,0.382409,0.47744,0.609106,0.553794,0.617707,0.519715,0.581987,0.516029,0.669843,0.46,0.13,0.796034
467,'2024/11/10 16:25:38:496',5,0.45472,0.440064,0.495779,0.442068,0.546488,0.448191,0.583666,0.453323,0.527362,0.501752,0.525468,0.381664,0.477746,0.607385,0.557078,0.614848,0.52137,0.581648,0.518193,0.663466,0.46,0.13,0.796034
468,'2024/11/10 16:25:38:529',5,0.454985,0.439303,0.495698,0.4412,0.546734,0.44768,0.583569,0.453491,0.527618,0.500195,0.525504,0.381147,0.478662,0.605148,0.556408,0.612802,0.521605,0.580342,0.51869,0.656433,0.46,0.13,0.796034
469,'2024/11/10 16:25:38:562',5,0.454992,0.439285,0.495814,0.441815,0.546827,0.447807,0.58331,0.452593,0.5288,0.502923,0.525889,0.381573,0.480067,0.601763,0.554763,0.608515,0.522199,0.577599,0.519273,0.653068,0.46,0.13,0.796034
470,'2024/11/10 16:25:38:596',5,0.45491,0.440013,0.495432,0.441163,0.546186,0.445911,0.582188,0.450234,0.52993,0.502375,0.524824,0.380014,0.482542,0.599769,0.553095,0.604101,0.523266,0.577513,0.521091,0.642307,0.46,0.13,0.796034
471,'2024/11/10 16:25:38:628',5,0.454821,0.440632,0.496004,0.441141,0.547319,0.444961,0.583633,0.448628,0.531494,0.500877,0.525786,0.379947,0.484722,0.601109,0.551794,0.604917,0.524242,0.577866,0.52241,0.643131,0.46,0.13,0.796034
472,'2024/11/10 16:25:38:661',5,0.455477,0.440919,0.496536,0.440776,0.547739,0.444418,0.583889,0.448585,0.531905,0.497983,0.526224,0.3799,0.487432,0.605236,0.551134,0.606794,0.525274,0.576245,0.523598,0.650458,0.46,0.13,0.796034
473,'2024/11/10 16:25:38:694',5,0.455848,0.440975,0.496796,0.441334,0.547865,0.444989,0.584029,0.448753,0.532014,0.501193,0.526614,0.380136,0.489084,0.607755,0.550248,0.607841,0.525687,0.579071,0.52409,0.650446,0.46,0.13,0.796034
474,'2024/11/10 16:25:38:728',5,0.456442,0.440665,0.497295,0.441299,0.547998,0.444861,0.583932,0.448088,0.532338,0.503076,0.526871,0.381262,0.489529,0.608696,0.550262,0.608315,0.525911,0.580718,0.524287,0.651585,0.46,0.13,0.796034
475,'2024/11/10 16:25:38:762',5,0.456622,0.440998,0.497532,0.4418,0.547964,0.445294,0.583713,0.448283,0.533001,0.504589,0.527099,0.380766,0.490434,0.608833,0.550813,0.607594,0.526764,0.581068,0.52527,0.650647,0.46,0.13,0.796034
476,'2024/11/10 16:25:38:796',5,0.456506,0.441085,0.497177,0.441158,0.548075,0.444522,0.583971,0.447892,0.532415,0.501162,0.526517,0.380239,0.491517,0.607628,0.551971,0.605929,0.52726,0.578263,0.525978,0.645432,0.46,0.13,0.796034
477,'2024/11/10 16:25:38:829',5,0.456177,0.440731,0.497032,0.441037,0.548039,0.444429,0.583977,0.44737,0.532926,0.503246,0.526679,0.379614,0.493234,0.607676,0.551443,0.604742,0.527908,0.580164,0.526809,0.640372,0.46,0.13,0.796034
478,'2024/11/10 16:25:38:861',5,0.456517,0.441782,0.496996,0.441577,0.547366,0.444849,0.583353,0.448199,0.531699,0.502911,0.525791,0.379077,0.493812,0.608495,0.551393,0.60566,0.527574,0.581297,0.526626,0.639503,0.46,0.13,0.796034
479,'2024/11/10 16:25:38:895',5,0.456541,0.440675,0.496954,0.441318,0.547517,0.444887,0.583449,0.44796,0.531434,0.506243,0.526156,0.379111,0.494408,0.609054,0.549534,0.607226,0.5269,0.584049,0.525973,0.638467,0.46,0.13,0.796034
480,'2024/11/10 16:25:38:928',5,0.456477,0.440928,0.496654,0.442038,0.547532,0.446038,0.583671,0.449388,0.530509,0.507078,0.525909,0.379461,0.494802,0.60545,0.548681,0.605024,0.526271,0.582477,0.525379,0.629761,0.46,0.13,0.796034
481,'2024/11/10 16:25:38:961',5,0.455681,0.442967,0.49628,0.443804,0.54741,0.447196,0.583382,0.449829,0.532266,0.50661,0.525634,0.380192,0.496026,0.604171,0.54862,0.603955,0.527434,0.581976,0.52648,0.6251,0.46,0.13,0.796034
482,'2024/11/10 16:25:38:995',5,0.456367,0.441895,0.49645,0.442235,0.546696,0.446111,0.582148,0.450031,0.531496,0.506734,0.525585,0.378929,0.496226,0.605644,0.548436,0.604164,0.527202,0.58343,0.526512,0.624535,0.46,0.13,0.796034
483,'2024/11/10 16:25:39:029',5,0.455525,0.442501,0.495628,0.44247,0.546565,0.446288,0.582311,0.450349,0.531042,0.505568,0.52489,0.379292,0.498115,0.604454,0.547477,0.602983,0.52726,0.584043,0.526707,0.615167,0.46,0.13,0.796034
484,'2024/11/10 16:25:39:062',5,0.455336,0.443752,0.495558,0.443091,0.54652,0.44626,0.582274,0.450089,0.531323,0.5051,0.524566,0.379803,0.498507,0.604517,0.547885,0.602253,0.52777,0.583508,0.527216,0.61607,0.46,0.13,0.796034
485,'2024/11/10 16:25:39:095',5,0.455404,0.442932,0.495533,0.442934,0.546385,0.4466,0.582181,0.450592,0.530643,0.505363,0.524841,0.379731,0.498674,0.602574,0.547486,0.600534,0.52728,0.582438,0.526911,0.61164,0.46,0.13,0.796034
486,'2024/11/10 16:25:39:128',5,0.455797,0.442954,0.495758,0.442893,0.546273,0.446449,0.581805,0.450388,0.531282,0.506167,0.524867,0.380343,0.498609,0.601658,0.547529,0.600298,0.527599,0.581693,0.527089,0.611376,0.46,0.13,0.796034
487,'2024/11/10 16:25:39:161',5,0.455814,0.443247,0.495622,0.443218,0.545893,0.446641,0.581362,0.45051,0.530433,0.506262,0.52456,0.380495,0.497528,0.600676,0.546133,0.600003,0.526419,0.580573,0.525802,0.613032,0.46,0.13,0.796034
488,'2024/11/10 16:25:39:195',5,0.455822,0.443231,0.495601,0.443515,0.546075,0.447222,0.581426,0.450987,0.530761,0.507138,0.524588,0.380588,0.497431,0.600644,0.546345,0.60043,0.526688,0.580363,0.526027,0.615472,0.46,0.13,0.796034
489,'2024/11/10 16:25:39:228',5,0.45643,0.443801,0.496135,0.444383,0.546335,0.448245,0.581871,0.452022,0.53058,0.507279,0.525019,0.380898,0.497747,0.600187,0.546109,0.600323,0.526502,0.580277,0.525817,0.613854,0.46,0.13,0.796034
490,'2024/11/10 16:25:39:262',5,0.456357,0.443948,0.495963,0.444411,0.54619,0.448276,0.581581,0.452251,0.530781,0.508416,0.524994,0.382513,0.498449,0.601058,0.546064,0.600953,0.526833,0.582065,0.526223,0.612689,0.46,0.13,0.796034
491,'2024/11/10 16:25:39:296',5,0.456792,0.444596,0.496042,0.445171,0.546049,0.449327,0.581272,0.453553,0.530195,0.507803,0.524916,0.383453,0.49809,0.600405,0.545758,0.600941,0.526315,0.581391,0.525727,0.61168,0.46,0.13,0.796034
492,'2024/11/10 16:25:39:329',5,0.456722,0.445768,0.496059,0.446536,0.54594,0.450892,0.58095,0.455248,0.53071,0.509559,0.525148,0.384064,0.49788,0.600658,0.545618,0.601465,0.526384,0.5826,0.5258,0.610442,0.46,0.13,0.796034
493,'2024/11/10 16:25:39:361',5,0.45664,0.446762,0.495982,0.446973,0.546061,0.451198,0.580856,0.45593,0.530982,0.510311,0.525319,0.384801,0.49773,0.601767,0.545513,0.60269,0.526316,0.583695,0.525668,0.610772,0.46,0.13,0.796034
494,'2024/11/10 16:25:39:395',5,0.457248,0.446937,0.496453,0.44736,0.545965,0.451706,0.580702,0.456277,0.530977,0.51277,0.525498,0.385292,0.497758,0.601592,0.546199,0.602947,0.526405,0.586063,0.525899,0.609185,0.46,0.13,0.796034
495,'2024/11/10 16:25:39:428',5,0.457146,0.447401,0.496333,0.447719,0.545937,0.452412,0.580549,0.457679,0.530873,0.513957,0.525782,0.386068,0.496396,0.60193,0.545749,0.604628,0.525589,0.588413,0.52513,0.609131,0.46,0.13,0.796034
496,'2024/11/10 16:25:39:461',5,0.456852,0.447363,0.496606,0.448099,0.546453,0.453072,0.581484,0.458261,0.531141,0.514275,0.526619,0.385878,0.494709,0.604578,0.547104,0.607125,0.525386,0.594417,0.525185,0.60739,0.46,0.13,0.796034
497,'2024/11/10 16:25:39:494',5,0.456434,0.447428,0.496555,0.448509,0.547037,0.453524,0.582646,0.458487,0.531157,0.513375,0.526574,0.386857,0.493693,0.605032,0.548747,0.607542,0.525706,0.594495,0.52555,0.608942,0.46,0.13,0.796034
498,'2024/11/10 16:25:39:529',5,0.456095,0.447465,0.496194,0.449107,0.546894,0.454536,0.582478,0.45971,0.530446,0.515199,0.526504,0.387676,0.492591,0.603969,0.547566,0.607997,0.52449,0.594961,0.524338,0.606985,0.46,0.13,0.796034
499,'2024/11/10 16:25:39:562',5,0.456027,0.447166,0.496231,0.44907,0.546575,0.454309,0.582084,0.458947,0.530716,0.515942,0.526572,0.388237,0.491199,0.602278,0.548204,0.606458,0.524291,0.595528,0.52424,0.604931,0.46,0.13,0.796034
500,'2024/11/10 16:25:39:594',5,0.456199,0.448252,0.496432,0.450387,0.546911,0.45563,0.582681,0.460145,0.530399,0.516275,0.526599,0.388705,0.48974,0.603977,0.549505,0.608373,0.524099,0.597439,0.524072,0.607201,0.46,0.13,0.796034
501,'2024/11/10 16:25:45:191',6,0.456692,0.465482,0.497738,0.471133,0.548199,0.476774,0.584716,0.478521,0.530974,0.551931,0.529153,0.413911,0.490778,0.631498,0.546394,0.635298,0.523315,0.627767,0.523074,0.636793,0.46,0.13,0.78
502,'2024/11/10 16:25:45:225',6,0.453397,0.464901,0.494352,0.470005,0.544999,0.474949,0.582067,0.476247,0.527295,0.549721,0.524786,0.412499,0.488704,0.630041,0.544513,0.63236,0.520978,0.624646,0.520702,0.635077,0.46,0.13,0.78
503,'2024/11/10 16:25:45:258',6,0.449237,0.465334,0.489101,0.469925,0.540044,0.473504,0.577787,0.473627,0.518605,0.551563,0.517986,0.411853,0.483787,0.625978,0.538517,0.629042,0.513969,0.622193,0.513781,0.630275,0.46,0.13,0.78
504,'2024/11/10 16:25:45:290',6,0.445025,0.464412,0.483047,0.468846,0.53344,0.471977,0.572043,0.472246,0.506014,0.549402,0.509521,0.411338,0.4779,0.624663,0.531022,0.62896,0.504591,0.621766,0.504434,0.630272,0.46,0.13,0.78
505,'2024/11/10 16:25:45:324',6,0.438506,0.464688,0.475508,0.466936,0.527238,0.469052,0.567048,0.470054,0.494661,0.544241,0.500843,0.40762,0.46961,0.620555,0.523952,0.623706,0.495111,0.616357,0.495149,0.623225,0.46,0.13,0.78
506,'2024/11/10 16:25:45:358',6,0.43305,0.465247,0.468361,0.466946,0.518574,0.466899,0.559126,0.466107,0.48113,0.541011,0.49019,0.407096,0.460635,0.618372,0.515429,0.6228,0.483846,0.614916,0.483907,0.622304,0.46,0.13,0.78
507,'2024/11/10 16:25:45:391',6,0.42695,0.466436,0.461212,0.466935,0.511038,0.465466,0.551549,0.464044,0.471005,0.53587,0.481477,0.406583,0.454169,0.619357,0.506511,0.622673,0.475042,0.614051,0.475084,0.619741,0.46,0.13,0.78
508,'2024/11/10 16:25:45:425',6,0.42143,0.468719,0.453655,0.468029,0.501454,0.464568,0.54203,0.461702,0.457687,0.532965,0.470777,0.405662,0.445321,0.614745,0.49583,0.617733,0.463535,0.608576,0.463567,0.613308,0.46,0.13,0.78
509,'2024/11/10 16:25:45:458',6,0.414745,0.468688,0.445584,0.467329,0.492397,0.462168,0.533347,0.458295,0.446128,0.532022,0.460974,0.404777,0.436334,0.612775,0.486381,0.616651,0.453127,0.606684,0.453075,0.612612,0.46,0.13,0.78
510,'2024/11/10 16:25:45:492',6,0.410537,0.468304,0.438741,0.46564,0.483937,0.45937,0.524768,0.455484,0.432799,0.530418,0.452058,0.404111,0.426886,0.610943,0.480454,0.614532,0.442666,0.604346,0.442618,0.611032,0.46,0.13,0.78
511,'2024/11/10 16:25:45:525',6,0.405887,0.470593,0.433111,0.466419,0.476983,0.457623,0.517824,0.45159,0.424171,0.530285,0.44482,0.402849,0.41991,0.612877,0.47288,0.614894,0.434691,0.60579,0.434494,0.612075,0.46,0.13,0.78
512,'2024/11/10 16:25:45:558',6,0.402671,0.474922,0.42756,0.46831,0.470596,0.458228,0.510322,0.452766,0.417719,0.532203,0.438072,0.402528,0.416448,0.614806,0.468502,0.613218,0.430146,0.606604,0.430174,0.612706,0.46,0.13,0.78
513,'2024/11/10 16:25:45:592',6,0.398545,0.476006,0.421503,0.468809,0.461675,0.456989,0.5003,0.449244,0.40885,0.530843,0.429152,0.404439,0.411706,0.614087,0.45977,0.611922,0.422337,0.604961,0.422791,0.614477,0.46,0.13,0.78
514,'2024/11/10 16:25:45:624',6,0.396822,0.478018,0.415794,0.469509,0.453871,0.456645,0.491172,0.448546,0.395849,0.526148,0.421552,0.404526,0.406807,0.610638,0.450882,0.608649,0.411922,0.599802,0.413386,0.615459,0.46,0.13,0.78
515,'2024/11/10 16:25:45:658',6,0.392418,0.469451,0.409728,0.462602,0.445999,0.451836,0.482003,0.444273,0.388895,0.526401,0.414584,0.40378,0.401679,0.605229,0.444723,0.603387,0.406446,0.597792,0.407795,0.608996,0.46,0.13,0.78
516,'2024/11/10 16:25:45:692',6,0.388212,0.471374,0.403905,0.462953,0.438953,0.450362,0.474306,0.440546,0.378437,0.524147,0.406432,0.401956,0.393155,0.605108,0.432913,0.602616,0.395748,0.596752,0.397066,0.608495,0.46,0.13,0.78
517,'2024/11/10 16:25:45:724',6,0.382269,0.480417,0.397745,0.469192,0.433446,0.451628,0.468853,0.438713,0.372092,0.524432,0.399334,0.404933,0.388185,0.607858,0.428028,0.602655,0.390507,0.597729,0.391969,0.608533,0.46,0.13,0.78
518,'2024/11/10 16:25:45:759',6,0.380371,0.480451,0.394013,0.469802,0.426436,0.452145,0.459871,0.439164,0.365815,0.529901,0.394633,0.406983,0.38129,0.608033,0.418116,0.603878,0.38308,0.60118,0.384032,0.609456,0.46,0.13,0.78
519,'2024/11/10 16:25:45:791',6,0.379521,0.478075,0.391701,0.467303,0.42117,0.449073,0.451904,0.435874,0.36332,0.528567,0.391319,0.405297,0.37752,0.606246,0.410052,0.604563,0.378678,0.601063,0.378886,0.607575,0.46,0.13,0.78
520,'2024/11/10 16:25:45:824',6,0.377517,0.479409,0.389539,0.46855,0.418216,0.449876,0.447938,0.436253,0.361557,0.528004,0.389256,0.40616,0.374978,0.604675,0.406353,0.603585,0.376098,0.60029,0.375886,0.606652,0.46,0.13,0.78
521,'2024/11/10 16:25:45:858',6,0.372872,0.477101,0.384733,0.464929,0.415254,0.445205,0.444406,0.43385,0.358083,0.522311,0.387227,0.402233,0.36853,0.605402,0.400618,0.604308,0.37105,0.599195,0.370486,0.603566,0.46,0.13,0.78
522,'2024/11/10 16:25:45:891',6,0.372681,0.475958,0.383861,0.465308,0.41269,0.447359,0.442626,0.435509,0.351993,0.524853,0.384612,0.402985,0.366092,0.605139,0.396016,0.606419,0.366288,0.600574,0.365457,0.605582,0.46,0.13,0.78
523,'2024/11/10 16:25:45:925',6,0.371692,0.478842,0.382521,0.466478,0.412168,0.446842,0.441237,0.434322,0.352284,0.523253,0.383266,0.405521,0.366212,0.60591,0.396183,0.604619,0.366838,0.599992,0.366075,0.604168,0.46,0.13,0.78
524,'2024/11/10 16:25:45:958',6,0.369357,0.482396,0.37983,0.469525,0.407507,0.449543,0.435823,0.436298,0.349757,0.527658,0.379357,0.407344,0.364316,0.609409,0.392776,0.607608,0.364612,0.603914,0.363778,0.608449,0.46,0.13,0.78
525,'2024/11/10 16:25:45:993',6,0.369032,0.484835,0.378901,0.471563,0.406679,0.449606,0.435544,0.433973,0.347523,0.532583,0.376432,0.409046,0.366283,0.612223,0.393959,0.609679,0.365076,0.607393,0.364461,0.612519,0.46,0.13,0.78
526,'2024/11/10 16:25:46:025',6,0.365658,0.489651,0.375351,0.475515,0.402695,0.452471,0.430878,0.436045,0.345604,0.534171,0.372318,0.41263,0.366709,0.616346,0.394001,0.612892,0.364803,0.609609,0.365162,0.619108,0.46,0.13,0.78
527,'2024/11/10 16:25:46:059',6,0.361881,0.498819,0.371997,0.480327,0.400629,0.451824,0.428106,0.432956,0.34524,0.529199,0.368297,0.415796,0.364457,0.619607,0.398537,0.606087,0.366193,0.605614,0.36689,0.616238,0.46,0.13,0.78
528,'2024/11/10 16:25:46:091',6,0.36015,0.508743,0.370654,0.487972,0.398409,0.456372,0.424852,0.435233,0.349007,0.537357,0.365255,0.422223,0.368873,0.631599,0.406111,0.612862,0.372051,0.612832,0.374644,0.629891,0.46,0.13,0.78
529,'2024/11/10 16:25:46:124',6,0.360907,0.506206,0.377448,0.481078,0.409599,0.443938,0.43381,0.422554,0.382602,0.518523,0.376425,0.413148,0.396881,0.624274,0.434618,0.596138,0.40582,0.597354,0.408743,0.610851,0.46,0.13,0.78
530,'2024/11/10 16:25:46:158',6,0.356557,0.510008,0.369731,0.489301,0.39796,0.45568,0.421766,0.432121,0.366857,0.536035,0.362865,0.427381,0.392812,0.621827,0.426867,0.593382,0.395822,0.600283,0.399472,0.613508,0.46,0.13,0.78
531,'2024/11/10 16:25:46:192',6,0.357551,0.510744,0.372496,0.486738,0.401427,0.449781,0.423441,0.427248,0.377249,0.51542,0.366981,0.42022,0.397674,0.612022,0.433847,0.578561,0.40407,0.583394,0.408325,0.598812,0.46,0.13,0.78
532,'2024/11/10 16:25:46:224',6,0.350915,0.518112,0.36411,0.494658,0.391262,0.457016,0.41492,0.43131,0.362098,0.533561,0.356698,0.433021,0.386779,0.621819,0.424087,0.587695,0.391829,0.597643,0.395237,0.609673,0.46,0.13,0.78
533,'2024/11/10 16:25:46:360',6,0.388601,0.464407,0.411284,0.448801,0.445424,0.432638,0.462046,0.427733,0.447532,0.481145,0.424859,0.391016,0.435104,0.58789,0.470369,0.568538,0.453738,0.561223,0.456715,0.577595,0.46,0.13,0.78
534,'2024/11/10 16:25:46:390',6,0.37699,0.460409,0.400736,0.442936,0.433377,0.425213,0.451372,0.415718,0.442117,0.452626,0.408012,0.381503,0.43877,0.560247,0.475706,0.533471,0.457174,0.528744,0.461023,0.544002,0.46,0.13,0.78
535,'2024/11/10 16:25:46:424',6,0.373722,0.46653,0.398996,0.448672,0.433221,0.429403,0.453856,0.41848,0.439916,0.464957,0.406597,0.389396,0.438575,0.56034,0.475097,0.531921,0.456562,0.533135,0.458769,0.538841,0.46,0.13,0.78
536,'2024/11/10 16:25:46:457',6,0.378137,0.473505,0.405486,0.453143,0.442333,0.431552,0.463507,0.420905,0.451544,0.471237,0.415971,0.395393,0.443501,0.55793,0.482386,0.528928,0.464338,0.530514,0.467077,0.541376,0.46,0.13,0.78
537,'2024/11/10 16:25:46:794',6,0.363026,0.465942,0.378427,0.454445,0.414345,0.439224,0.441051,0.430651,0.366247,0.492413,0.384978,0.399349,0.376336,0.593144,0.411205,0.583101,0.382091,0.573279,0.383758,0.58941,0.46,0.13,0.78
538,'2024/11/10 16:25:46:825',6,0.355362,0.480962,0.366523,0.468871,0.399091,0.449952,0.428211,0.438847,0.341304,0.514458,0.366439,0.405692,0.359031,0.601914,0.389883,0.597341,0.359221,0.590115,0.359625,0.596816,0.46,0.13,0.78
539,'2024/11/10 16:25:46:857',6,0.360409,0.482856,0.371198,0.469693,0.400997,0.448644,0.429635,0.434835,0.34025,0.520662,0.370659,0.407009,0.355113,0.601546,0.38793,0.595257,0.356044,0.592137,0.356191,0.598137,0.46,0.13,0.78
540,'2024/11/10 16:25:46:891',6,0.367776,0.478173,0.378112,0.465383,0.406871,0.445868,0.434844,0.435004,0.34823,0.513839,0.378353,0.401442,0.363165,0.597866,0.394687,0.593268,0.364231,0.589285,0.363641,0.596287,0.46,0.13,0.78
541,'2024/11/10 16:25:46:924',6,0.367032,0.473814,0.37944,0.460926,0.410719,0.442181,0.440997,0.43225,0.350884,0.507593,0.381317,0.396154,0.363683,0.594373,0.400473,0.589065,0.367178,0.584882,0.366408,0.592297,0.46,0.13,0.78
542,'2024/11/10 16:25:46:955',6,0.369262,0.467942,0.383042,0.455515,0.415235,0.437778,0.446475,0.428228,0.357425,0.508555,0.385313,0.391693,0.369172,0.591223,0.406106,0.587264,0.37283,0.583691,0.372444,0.590036,0.46,0.13,0.78
543,'2024/11/10 16:25:46:991',6,0.372304,0.467037,0.3868,0.455835,0.420242,0.439177,0.452544,0.430186,0.360514,0.506234,0.389707,0.392123,0.373255,0.586071,0.412636,0.581732,0.376403,0.577254,0.376738,0.586851,0.46,0.13,0.78
544,'2024/11/10 16:25:47:025',6,0.373546,0.4624,0.390784,0.452369,0.426464,0.436934,0.460399,0.427892,0.369881,0.504272,0.39627,0.387268,0.376566,0.585434,0.419735,0.582024,0.383336,0.57606,0.383596,0.584886,0.46,0.13,0.78
545,'2024/11/10 16:25:47:058',6,0.375458,0.461647,0.394011,0.45119,0.431194,0.436168,0.46628,0.427389,0.374382,0.501603,0.400569,0.38595,0.381022,0.584555,0.42664,0.579761,0.388174,0.57166,0.388973,0.583561,0.46,0.13,0.78
546,'2024/11/10 16:25:47:090',6,0.377897,0.457946,0.398119,0.449091,0.436211,0.436235,0.472189,0.428694,0.382029,0.503025,0.406172,0.384475,0.386667,0.585296,0.433967,0.581961,0.395099,0.573619,0.396073,0.586287,0.46,0.13,0.78
547,'2024/11/10 16:25:47:123',6,0.378928,0.456566,0.400464,0.448002,0.440027,0.436121,0.476545,0.42949,0.387001,0.500008,0.409343,0.383808,0.388769,0.584462,0.438304,0.581096,0.399485,0.573122,0.400007,0.582598,0.46,0.13,0.78
548,'2024/11/10 16:25:47:158',6,0.382096,0.462253,0.405048,0.452055,0.446637,0.438388,0.484236,0.430789,0.392499,0.498605,0.415092,0.385473,0.392449,0.586447,0.443503,0.581909,0.40419,0.572403,0.404525,0.582524,0.46,0.13,0.78
549,'2024/11/10 16:25:47:191',6,0.38718,0.462577,0.410043,0.452055,0.451034,0.438271,0.487961,0.43151,0.399185,0.498196,0.420159,0.385526,0.398245,0.584904,0.448722,0.580452,0.410293,0.570871,0.410813,0.580343,0.46,0.13,0.78
550,'2024/11/10 16:25:47:225',6,0.390479,0.46298,0.414445,0.452726,0.456153,0.439569,0.493009,0.433486,0.40652,0.497591,0.425677,0.384847,0.403274,0.585311,0.45482,0.580535,0.416909,0.570269,0.417314,0.580291,0.46,0.13,0.78
551,'2024/11/10 16:25:47:257',6,0.391432,0.458641,0.417527,0.448924,0.461269,0.437351,0.498766,0.432603,0.413219,0.492099,0.431177,0.38135,0.406164,0.581467,0.459828,0.576727,0.422145,0.566877,0.422395,0.575925,0.46,0.13,0.78
552,'2024/11/10 16:25:47:290',6,0.393744,0.458712,0.421749,0.448721,0.466433,0.436813,0.504136,0.431352,0.421053,0.491294,0.435797,0.380384,0.412325,0.582566,0.464928,0.57795,0.429185,0.567034,0.429385,0.577481,0.46,0.13,0.78
553,'2024/11/10 16:25:47:324',6,0.396588,0.458808,0.427032,0.449395,0.473916,0.438703,0.512104,0.434497,0.431556,0.492188,0.443396,0.379817,0.419042,0.581763,0.471239,0.579349,0.437503,0.566539,0.437719,0.578539,0.46,0.13,0.78
554,'2024/11/10 16:25:47:357',6,0.399978,0.457453,0.430807,0.448348,0.477451,0.438742,0.515419,0.43567,0.436971,0.492994,0.447502,0.380009,0.423423,0.583241,0.476619,0.581187,0.442901,0.568518,0.443282,0.57972,0.46,0.13,0.78
555,'2024/11/10 16:25:47:390',6,0.404004,0.455675,0.436502,0.448538,0.483973,0.441029,0.521716,0.438763,0.447482,0.495749,0.454779,0.379489,0.42974,0.584127,0.482563,0.583785,0.451262,0.570983,0.451366,0.578334,0.46,0.13,0.78
556,'2024/11/10 16:25:47:423',6,0.408955,0.453914,0.441972,0.447941,0.490108,0.442013,0.527999,0.441073,0.453931,0.497045,0.461558,0.380177,0.435297,0.583713,0.488206,0.58478,0.457,0.570315,0.457212,0.579954,0.46,0.13,0.78
557,'2024/11/10 16:25:47:458',6,0.412362,0.453571,0.446127,0.448222,0.494577,0.443064,0.532093,0.442336,0.460834,0.498747,0.466461,0.38128,0.439895,0.584949,0.493312,0.586272,0.463059,0.572248,0.463133,0.580335,0.46,0.13,0.78
558,'2024/11/10 16:25:47:490',6,0.415512,0.453143,0.449726,0.448517,0.498403,0.444639,0.535937,0.444751,0.465932,0.502105,0.47096,0.382813,0.444115,0.587585,0.498685,0.587742,0.468222,0.574354,0.46841,0.582501,0.46,0.13,0.78
559,'2024/11/10 16:25:47:524',6,0.41826,0.451818,0.453775,0.448307,0.504047,0.446563,0.541714,0.448613,0.472722,0.499473,0.477283,0.383816,0.44898,0.588357,0.502327,0.590183,0.473606,0.575381,0.47376,0.583531,0.46,0.13,0.78
560,'2024/11/10 16:25:47:558',6,0.421999,0.451124,0.458373,0.448492,0.509423,0.447983,0.546999,0.450256,0.479608,0.500582,0.48331,0.384343,0.452878,0.590295,0.508185,0.592949,0.47932,0.577703,0.479387,0.58604,0.46,0.13,0.78
561,'2024/11/10 16:25:47:590',6,0.426243,0.450929,0.462498,0.449011,0.512649,0.449569,0.549246,0.452556,0.485489,0.504072,0.488065,0.385729,0.456777,0.591971,0.512729,0.594317,0.484448,0.581001,0.484519,0.586826,0.46,0.13,0.78
562,'2024/11/10 16:25:47:624',6,0.429528,0.449659,0.466491,0.449387,0.517239,0.451302,0.55418,0.454221,0.490055,0.506214,0.493136,0.386962,0.460217,0.592314,0.515652,0.596452,0.488034,0.582463,0.488024,0.588518,0.46,0.13,0.78
563,'2024/11/10 16:25:47:657',6,0.431954,0.448774,0.469498,0.448186,0.52062,0.450774,0.557122,0.45493,0.495881,0.507792,0.497231,0.386371,0.463732,0.593604,0.518636,0.598461,0.492388,0.583987,0.492331,0.590991,0.46,0.13,0.78
564,'2024/11/10 16:25:47:692',6,0.433906,0.448903,0.47193,0.449255,0.522607,0.45216,0.558776,0.455663,0.500202,0.510075,0.499916,0.387685,0.467407,0.594458,0.521748,0.598605,0.496428,0.584448,0.496464,0.591747,0.46,0.13,0.78
