@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
90,'2024/11/10 16:14:53:849',2,0.456084,0.315256,0.497286,0.317156,0.550459,0.314611,0.591064,0.308346,0.526286,0.412055,0.523813,0.259443,0.486003,0.461069,0.562758,0.460504,0.525253,0.467305,0.52508,0.474789,0.55,0.15,0
91,'2024/11/10 16:14:53:883',2,0.456164,0.315681,0.497365,0.317312,0.550527,0.314577,0.591101,0.308441,0.526368,0.411654,0.523947,0.259314,0.48594,0.461089,0.562852,0.460329,0.525289,0.467,0.525114,0.474558,0.55,0.15,0
92,'2024/11/10 16:14:53:916',2,0.455669,0.315757,0.496841,0.317251,0.550458,0.314498,0.591239,0.308461,0.525668,0.411932,0.523465,0.258937,0.485682,0.460852,0.562684,0.460091,0.524856,0.466524,0.524706,0.474552,0.55,0.15,0
93,'2024/11/10 16:14:53:949',2,0.456183,0.315533,0.497291,0.317148,0.550673,0.314233,0.591404,0.308007,0.525738,0.412221,0.52378,0.258705,0.485343,0.460556,0.562641,0.460251,0.524705,0.466814,0.524499,0.474908,0.55,0.15,0
94,'2024/11/10 16:14:53:982',2,0.456189,0.315404,0.497217,0.316996,0.550598,0.314103,0.591281,0.307844,0.52576,0.412343,0.523665,0.258736,0.485595,0.460714,0.562812,0.460207,0.524872,0.466989,0.524699,0.47533,0.55,0.15,0
95,'2024/11/10 16:14:54:016',2,0.456303,0.315448,0.497319,0.317089,0.550685,0.314383,0.591334,0.308316,0.525809,0.41215,0.523798,0.258448,0.485758,0.460854,0.562866,0.460462,0.524958,0.466743,0.524778,0.475275,0.55,0.15,0
96,'2024/11/10 16:14:54:049',2,0.456234,0.315451,0.497154,0.317191,0.550433,0.314553,0.591086,0.308448,0.525421,0.412003,0.523523,0.258671,0.485604,0.460574,0.562885,0.460239,0.524731,0.466144,0.524575,0.475665,0.55,0.15,0
97,'2024/11/10 16:14:54:083',2,0.456646,0.31524,0.497429,0.317208,0.550458,0.314685,0.59104,0.308524,0.525521,0.412634,0.523707,0.258503,0.485544,0.460644,0.563262,0.46045,0.524866,0.465822,0.524732,0.477187,0.55,0.15,0
98,'2024/11/10 16:14:54:116',2,0.456419,0.315496,0.497187,0.317443,0.550359,0.315029,0.59097,0.308906,0.525209,0.4128,0.523472,0.258122,0.485509,0.460751,0.563681,0.460369,0.524885,0.465535,0.524789,0.477076,0.55,0.15,0
99,'2024/11/10 16:14:54:149',2,0.456854,0.314953,0.497652,0.316882,0.550433,0.314517,0.590938,0.30856,0.525645,0.411673,0.523889,0.258085,0.485461,0.460076,0.563434,0.459929,0.524927,0.464965,0.524779,0.476448,0.55,0.15,0
100,'2024/11/10 16:14:54:182',2,0.456955,0.315008,0.497816,0.316939,0.550619,0.314535,0.59109,0.308479,0.526163,0.412091,0.52415,0.257857,0.485791,0.46005,0.563494,0.459826,0.525284,0.466077,0.525118,0.475692,0.55,0.15,0
101,'2024/11/10 16:14:54:216',2,0.456874,0.315146,0.497855,0.316806,0.550902,0.314129,0.59143,0.308018,0.526436,0.411849,0.524299,0.257709,0.485857,0.459982,0.563604,0.459649,0.525463,0.46569,0.525303,0.475337,0.55,0.15,0
102,'2024/11/10 16:14:54:249',2,0.456812,0.314942,0.497736,0.316451,0.55079,0.313877,0.591222,0.307983,0.526512,0.411405,0.524277,0.257875,0.485708,0.459613,0.56361,0.459191,0.525443,0.465089,0.525286,0.475402,0.55,0.15,0
103,'2024/11/10 16:14:54:283',2,0.456755,0.315231,0.497763,0.316807,0.550881,0.314276,0.59146,0.308344,0.526288,0.41154,0.524234,0.257631,0.485334,0.459623,0.564178,0.459198,0.525396,0.464981,0.52526,0.475956,0.55,0.15,0
104,'2024/11/10 16:14:54:316',2,0.456826,0.315003,0.497665,0.316827,0.550621,0.314408,0.591131,0.308449,0.525807,0.411801,0.523993,0.257637,0.484888,0.459352,0.564536,0.458968,0.525193,0.464609,0.525053,0.476643,0.55,0.15,0
105,'2024/11/10 16:14:54:349',2,0.457091,0.31417,0.49802,0.316479,0.550949,0.314711,0.591542,0.309163,0.526013,0.41124,0.524538,0.257115,0.485061,0.458997,0.564541,0.459159,0.525301,0.46458,0.525184,0.476065,0.55,0.15,0
106,'2024/11/10 16:14:54:383',2,0.456522,0.314383,0.497679,0.316686,0.55124,0.314772,0.592001,0.309005,0.526087,0.410845,0.524489,0.256756,0.48502,0.45897,0.564426,0.459314,0.525267,0.464801,0.525091,0.475343,0.55,0.15,0
107,'2024/11/10 16:14:54:416',2,0.456703,0.314455,0.497949,0.316527,0.551289,0.314219,0.592029,0.308218,0.526564,0.410821,0.524661,0.257293,0.484724,0.458777,0.564614,0.459151,0.525417,0.464563,0.525226,0.476068,0.55,0.15,0
108,'2024/11/10 16:14:54:449',2,0.456584,0.314047,0.497609,0.316301,0.550898,0.314594,0.591607,0.309151,0.525612,0.411009,0.524249,0.256822,0.484687,0.458671,0.564707,0.459108,0.525023,0.464349,0.524895,0.476549,0.55,0.15,0
109,'2024/11/10 16:14:54:484',2,0.456773,0.314277,0.497786,0.316227,0.551223,0.314311,0.591937,0.308922,0.525825,0.41019,0.524474,0.256706,0.485033,0.458712,0.564424,0.459266,0.525102,0.463596,0.524958,0.476248,0.55,0.15,0
110,'2024/11/10 16:14:54:516',2,0.457114,0.314056,0.498058,0.31598,0.551302,0.314053,0.591936,0.308635,0.525838,0.409691,0.524681,0.2568,0.48453,0.458349,0.564804,0.458906,0.525016,0.463443,0.524858,0.476123,0.55,0.15,0
111,'2024/11/10 16:14:54:549',2,0.457244,0.314298,0.498208,0.316135,0.551396,0.314064,0.591964,0.308509,0.526409,0.410084,0.524862,0.25656,0.485166,0.458821,0.564665,0.459207,0.525452,0.463634,0.525303,0.476517,0.55,0.15,0
112,'2024/11/10 16:14:54:583',2,0.457119,0.314471,0.498228,0.316172,0.551564,0.314051,0.592194,0.308612,0.526597,0.4106,0.525019,0.256603,0.484923,0.458863,0.564717,0.459167,0.525472,0.464083,0.525291,0.476506,0.55,0.15,0
113,'2024/11/10 16:14:54:616',2,0.457125,0.314454,0.498181,0.316223,0.551384,0.31414,0.591999,0.308791,0.526324,0.410037,0.52493,0.2569,0.484802,0.458663,0.564813,0.45903,0.525327,0.463874,0.525167,0.47677,0.55,0.15,0
114,'2024/11/10 16:14:54:649',2,0.456968,0.314458,0.497946,0.316266,0.551311,0.314275,0.591967,0.308898,0.526078,0.410263,0.52468,0.256549,0.485019,0.459069,0.564446,0.459315,0.525236,0.464107,0.525092,0.476372,0.55,0.15,0
115,'2024/11/10 16:14:54:682',2,0.45686,0.314694,0.497975,0.316302,0.551438,0.314198,0.592057,0.308875,0.526496,0.410169,0.524846,0.256989,0.484968,0.458763,0.564233,0.45909,0.525323,0.464329,0.525137,0.475267,0.55,0.15,0
116,'2024/11/10 16:14:54:716',2,0.456867,0.314537,0.498007,0.31631,0.551468,0.314213,0.592065,0.30878,0.526674,0.410932,0.52493,0.257251,0.485069,0.458782,0.564226,0.458932,0.52543,0.463776,0.525294,0.476197,0.55,0.15,0
117,'2024/11/10 16:14:54:749',2,0.456782,0.314759,0.497966,0.316438,0.551172,0.314241,0.591714,0.308704,0.526774,0.410381,0.524819,0.2571,0.485061,0.459119,0.564062,0.459112,0.525452,0.464159,0.525256,0.475554,0.55,0.15,0
118,'2024/11/10 16:14:54:782',2,0.456457,0.314573,0.497578,0.316041,0.551174,0.313835,0.591785,0.308462,0.52631,0.410184,0.524444,0.257182,0.485274,0.458898,0.564451,0.4585,0.525487,0.46369,0.525346,0.475657,0.55,0.15,0
119,'2024/11/10 16:14:54:815',2,0.456617,0.314838,0.497661,0.316301,0.551024,0.314132,0.591452,0.308817,0.526671,0.409554,0.524589,0.257041,0.485244,0.459163,0.564391,0.458758,0.525613,0.463392,0.525488,0.476052,0.55,0.15,0
120,'2024/11/10 16:14:54:850',2,0.456746,0.315238,0.497895,0.316843,0.550975,0.314524,0.591357,0.30895,0.526853,0.410419,0.524745,0.257336,0.485004,0.459592,0.564442,0.459297,0.525602,0.464845,0.525437,0.476126,0.55,0.15,0
121,'2024/11/10 16:14:54:883',2,0.45658,0.315101,0.497689,0.316706,0.55097,0.314568,0.591446,0.309138,0.526459,0.410846,0.524565,0.257042,0.485148,0.459219,0.564306,0.459014,0.525417,0.46417,0.525275,0.475838,0.55,0.15,0
122,'2024/11/10 16:14:54:916',2,0.456561,0.315052,0.497666,0.316463,0.550913,0.314167,0.591339,0.308714,0.526442,0.409272,0.524451,0.256678,0.485098,0.45879,0.564219,0.458871,0.525331,0.463627,0.525181,0.475005,0.55,0.15,0
123,'2024/11/10 16:14:54:949',2,0.456402,0.315072,0.497569,0.316443,0.551288,0.314133,0.591899,0.308878,0.52628,0.409488,0.524618,0.256685,0.4847,0.458842,0.564371,0.458988,0.525147,0.463602,0.525011,0.475295,0.55,0.15,0
124,'2024/11/10 16:14:54:983',2,0.456199,0.315435,0.497538,0.316846,0.551178,0.314346,0.59191,0.308804,0.526448,0.409951,0.524501,0.256867,0.48455,0.458929,0.564393,0.459019,0.52523,0.464178,0.525065,0.475325,0.55,0.15,0
125,'2024/11/10 16:14:55:016',2,0.456484,0.315614,0.497693,0.316961,0.551336,0.314284,0.592092,0.308598,0.526273,0.410762,0.52458,0.257517,0.484919,0.459253,0.563938,0.459092,0.525132,0.46459,0.524936,0.474947,0.55,0.15,0
126,'2024/11/10 16:14:55:049',2,0.456539,0.315345,0.497575,0.316672,0.551238,0.314127,0.591801,0.308452,0.526488,0.410728,0.524412,0.257407,0.485302,0.458748,0.564014,0.458392,0.525428,0.464069,0.525254,0.474736,0.55,0.15,0
127,'2024/11/10 16:14:55:083',2,0.456658,0.314399,0.497657,0.315756,0.551461,0.313402,0.591962,0.308088,0.526689,0.410797,0.52474,0.257538,0.485461,0.458592,0.56379,0.458479,0.525456,0.46452,0.525279,0.474185,0.55,0.15,0
128,'2024/11/10 16:14:55:115',2,0.45681,0.313803,0.498021,0.315893,0.551394,0.313964,0.59186,0.308329,0.527005,0.409813,0.524949,0.257279,0.484808,0.459323,0.564802,0.459601,0.52563,0.463449,0.525523,0.480509,0.55,0.15,0
129,'2024/11/10 16:14:55:149',2,0.456989,0.314053,0.498212,0.316154,0.551607,0.314202,0.592001,0.308463,0.527271,0.408657,0.524823,0.257952,0.486029,0.462868,0.564347,0.46273,0.526079,0.461723,0.526248,0.49444,0.55,0.15,0
130,'2024/11/10 16:14:55:182',2,0.457095,0.313736,0.498589,0.31637,0.552028,0.314782,0.592696,0.309001,0.52753,0.409058,0.525313,0.257994,0.487086,0.468575,0.563358,0.468487,0.526193,0.467825,0.526373,0.497567,0.55,0.15,0
131,'2024/11/10 16:14:55:216',2,0.456766,0.313992,0.498417,0.316452,0.551573,0.314737,0.592526,0.308536,0.527676,0.411185,0.524578,0.257628,0.488827,0.472559,0.564497,0.470853,0.527454,0.472545,0.527636,0.499752,0.55,0.15,0
132,'2024/11/10 16:14:55:248',2,0.456847,0.314019,0.498438,0.316683,0.551264,0.315359,0.591957,0.309438,0.527533,0.409516,0.524814,0.257698,0.486851,0.471331,0.564771,0.470364,0.526723,0.469344,0.52682,0.503729,0.55,0.15,0
133,'2024/11/10 16:14:55:282',2,0.457141,0.314191,0.498797,0.316681,0.551292,0.315144,0.591971,0.309147,0.527601,0.407625,0.525037,0.257879,0.486857,0.469452,0.565169,0.468902,0.526755,0.465632,0.526923,0.504194,0.55,0.15,0
134,'2024/11/10 16:14:55:316',2,0.456988,0.3142,0.498732,0.316551,0.551426,0.315062,0.59212,0.309216,0.527706,0.407528,0.525103,0.257364,0.487157,0.469628,0.565248,0.468831,0.526918,0.466322,0.527086,0.502758,0.55,0.15,0
135,'2024/11/10 16:14:55:348',2,0.457151,0.31424,0.498855,0.316669,0.551678,0.31504,0.59251,0.309076,0.52726,0.406964,0.525267,0.257371,0.485887,0.468727,0.566014,0.468361,0.526405,0.465297,0.526609,0.502318,0.55,0.15,0
136,'2024/11/10 16:14:55:383',2,0.456981,0.313747,0.498711,0.316553,0.551714,0.315297,0.592488,0.309507,0.527259,0.408362,0.525408,0.257828,0.485246,0.467783,0.566332,0.467439,0.526334,0.465716,0.526471,0.500887,0.55,0.15,0
137,'2024/11/10 16:14:55:416',2,0.457078,0.314129,0.498693,0.316405,0.551753,0.315056,0.592384,0.309622,0.527711,0.406577,0.525378,0.25767,0.485677,0.468161,0.566678,0.467669,0.526838,0.464594,0.527055,0.502196,0.55,0.15,0
138,'2024/11/10 16:14:55:448',2,0.456965,0.31381,0.498684,0.31613,0.551763,0.314917,0.592398,0.309571,0.527959,0.407271,0.52549,0.257886,0.485924,0.468557,0.566434,0.467622,0.527013,0.465131,0.527235,0.501969,0.55,0.15,0
139,'2024/11/10 16:14:55:483',2,0.457234,0.31387,0.498978,0.316216,0.551821,0.314836,0.59251,0.309382,0.527807,0.406325,0.525606,0.258114,0.485591,0.468035,0.566988,0.466972,0.526974,0.46427,0.527207,0.502498,0.55,0.15,0
140,'2024/11/10 16:14:55:516',2,0.457331,0.313949,0.498981,0.316618,0.55176,0.31534,0.592522,0.309625,0.527504,0.407896,0.525492,0.258328,0.485505,0.468831,0.566694,0.467997,0.526723,0.46564,0.526936,0.504138,0.55,0.15,0
141,'2024/11/10 16:14:55:549',2,0.457599,0.313918,0.499255,0.316774,0.551901,0.315611,0.592554,0.309903,0.527948,0.408165,0.525878,0.258265,0.485555,0.468915,0.566555,0.468315,0.526872,0.465991,0.527021,0.503844,0.55,0.15,0
142,'2024/11/10 16:14:55:581',2,0.457943,0.313869,0.499608,0.316824,0.552164,0.315621,0.592777,0.309839,0.528203,0.409316,0.526292,0.258716,0.485607,0.468595,0.566759,0.468197,0.526971,0.465744,0.527145,0.50399,0.55,0.15,0
143,'2024/11/10 16:14:55:616',2,0.457375,0.313853,0.499206,0.316928,0.552182,0.316088,0.592961,0.310677,0.528001,0.409022,0.526129,0.258951,0.485347,0.468703,0.566768,0.468546,0.52682,0.466084,0.527003,0.504061,0.55,0.15,0
144,'2024/11/10 16:14:55:648',2,0.457394,0.314366,0.499013,0.317082,0.551846,0.315968,0.592425,0.310477,0.527951,0.409317,0.525727,0.258826,0.485359,0.468502,0.567061,0.467987,0.526991,0.465735,0.527095,0.503463,0.55,0.15,0
145,'2024/11/10 16:14:55:682',2,0.457254,0.314067,0.498859,0.316959,0.551791,0.316108,0.592352,0.310752,0.527759,0.409362,0.525659,0.25889,0.484935,0.468217,0.567397,0.467791,0.526847,0.465664,0.527033,0.503075,0.55,0.15,0
146,'2024/11/10 16:14:55:716',2,0.457458,0.314659,0.498958,0.317692,0.551551,0.316699,0.592048,0.310975,0.527718,0.410889,0.525563,0.25949,0.485406,0.468269,0.566878,0.468126,0.526765,0.466379,0.52687,0.502724,0.55,0.15,0
147,'2024/11/10 16:14:55:748',2,0.456975,0.314744,0.4987,0.317669,0.551491,0.316548,0.592189,0.31072,0.527784,0.410516,0.525345,0.259344,0.485656,0.468944,0.566895,0.468336,0.526944,0.466855,0.527123,0.502443,0.55,0.15,0
148,'2024/11/10 16:14:55:784',2,0.457315,0.314822,0.498967,0.318022,0.551682,0.317029,0.592363,0.311236,0.527585,0.410067,0.525622,0.259195,0.485273,0.46897,0.567035,0.468598,0.526724,0.466608,0.526922,0.503086,0.55,0.15,0
149,'2024/11/10 16:14:55:815',2,0.457296,0.314736,0.498731,0.317508,0.551327,0.316515,0.59188,0.31102,0.527316,0.410224,0.525158,0.258986,0.485639,0.469391,0.56659,0.468999,0.526645,0.467236,0.526824,0.503354,0.55,0.15,0
150,'2024/11/10 16:14:55:848',2,0.457203,0.314856,0.498739,0.31784,0.551346,0.316724,0.591975,0.31098,0.527181,0.410793,0.525184,0.259252,0.48521,0.469113,0.566819,0.468526,0.526533,0.466903,0.526714,0.503182,0.55,0.15,0
151,'2024/11/10 16:14:55:882',2,0.45741,0.314672,0.498812,0.317384,0.551421,0.316229,0.591963,0.310686,0.52719,0.409901,0.525221,0.259038,0.485086,0.469167,0.567114,0.468454,0.52656,0.466945,0.526765,0.502852,0.55,0.15,0
152,'2024/11/10 16:14:55:915',2,0.457298,0.31438,0.498768,0.317389,0.551646,0.316399,0.592224,0.310852,0.527158,0.411068,0.525486,0.259251,0.484733,0.469188,0.566763,0.468788,0.526273,0.467391,0.526435,0.503069,0.55,0.15,0
153,'2024/11/10 16:14:55:949',2,0.45704,0.314459,0.498601,0.317338,0.55148,0.316319,0.592174,0.31087,0.527036,0.40928,0.525325,0.259248,0.484287,0.469183,0.566811,0.468947,0.526128,0.466877,0.526274,0.503117,0.55,0.15,0
154,'2024/11/10 16:14:55:982',2,0.456983,0.314209,0.498599,0.317201,0.551592,0.316249,0.5924,0.310796,0.527006,0.409397,0.525362,0.259395,0.484465,0.469353,0.566695,0.46906,0.526137,0.46682,0.526367,0.503755,0.55,0.15,0
155,'2024/11/10 16:14:56:016',2,0.456717,0.314499,0.49836,0.317334,0.551466,0.316275,0.592164,0.310855,0.527291,0.410047,0.525321,0.259171,0.48429,0.469243,0.566575,0.468916,0.526186,0.466834,0.52634,0.502884,0.55,0.15,0
156,'2024/11/10 16:14:56:049',2,0.456564,0.314675,0.498291,0.317623,0.551286,0.31658,0.592114,0.311134,0.526856,0.409524,0.525032,0.259199,0.484431,0.469696,0.566044,0.469454,0.525878,0.467218,0.526097,0.503729,0.55,0.15,0
157,'2024/11/10 16:14:56:082',2,0.456511,0.314529,0.498151,0.31753,0.551212,0.316364,0.59202,0.310706,0.526707,0.410078,0.524752,0.259101,0.484371,0.469572,0.566257,0.469116,0.525916,0.467147,0.526136,0.503682,0.55,0.15,0
158,'2024/11/10 16:14:56:115',2,0.456523,0.314711,0.498079,0.317814,0.55098,0.316527,0.591754,0.310663,0.526431,0.411683,0.524654,0.25935,0.483961,0.470054,0.56588,0.469733,0.525504,0.468655,0.525665,0.503845,0.55,0.15,0
159,'2024/11/10 16:14:56:149',2,0.456745,0.314665,0.498296,0.317729,0.551196,0.316349,0.592037,0.310482,0.52639,0.410585,0.524859,0.259321,0.484081,0.469822,0.565785,0.469834,0.525461,0.46818,0.525615,0.503484,0.55,0.15,0
160,'2024/11/10 16:14:56:182',2,0.456569,0.31502,0.498297,0.317954,0.551367,0.316515,0.592251,0.310665,0.526755,0.410797,0.525038,0.25909,0.484191,0.470744,0.565712,0.470475,0.525652,0.4693,0.525784,0.503425,0.55,0.15,0
161,'2024/11/10 16:14:56:216',2,0.456954,0.314875,0.49858,0.318001,0.551296,0.316821,0.592112,0.311122,0.526715,0.411515,0.525165,0.259126,0.484407,0.470935,0.565548,0.47078,0.525649,0.469933,0.5258,0.503565,0.55,0.15,0
162,'2024/11/10 16:14:56:248',2,0.45676,0.31506,0.49832,0.318034,0.551008,0.316683,0.591857,0.310821,0.526527,0.411746,0.524748,0.258952,0.484621,0.470859,0.565626,0.470567,0.525699,0.469856,0.525824,0.503483,0.55,0.15,0
163,'2024/11/10 16:14:56:282',2,0.456403,0.31523,0.498051,0.318046,0.551009,0.316451,0.591913,0.310369,0.526488,0.411494,0.524533,0.258934,0.484454,0.470306,0.565659,0.469762,0.525651,0.468872,0.525805,0.50252,0.55,0.15,0
164,'2024/11/10 16:14:56:315',2,0.456315,0.315474,0.497988,0.318204,0.551081,0.316719,0.591885,0.310839,0.526643,0.410462,0.524619,0.259511,0.484804,0.470536,0.564978,0.469925,0.525602,0.46808,0.52579,0.502844,0.55,0.15,0
165,'2024/11/10 16:15:02:045',3,0.460484,0.314417,0.501369,0.316704,0.555758,0.314582,0.596539,0.308805,0.53081,0.40903,0.528325,0.254661,0.507746,0.483902,0.555088,0.481586,0.531537,0.475069,0.531765,0.488973,0.55,0.15,0.86
166,'2024/11/10 16:15:02:080',3,0.460543,0.314361,0.501375,0.31674,0.55573,0.314651,0.596516,0.308839,0.530625,0.409014,0.528327,0.254448,0.507611,0.483537,0.554733,0.481457,0.531272,0.474673,0.531474,0.488422,0.55,0.15,0.86
167,'2024/11/10 16:15:02:114',3,0.460647,0.315144,0.501251,0.317164,0.555228,0.315174,0.595758,0.309811,0.530507,0.409226,0.527994,0.254376,0.507798,0.484515,0.554327,0.482152,0.531222,0.475123,0.531442,0.490155,0.55,0.15,0.86
168,'2024/11/10 16:15:02:147',3,0.460352,0.315907,0.501061,0.31793,0.554969,0.31584,0.595546,0.310145,0.530627,0.408992,0.527706,0.254881,0.507965,0.485039,0.554952,0.48235,0.531586,0.475718,0.531818,0.489357,0.55,0.15,0.86
169,'2024/11/10 16:15:02:180',3,0.460382,0.315984,0.501059,0.31768,0.554651,0.315167,0.595189,0.309266,0.530459,0.408754,0.527428,0.254063,0.50768,0.485677,0.554851,0.482483,0.531449,0.476469,0.531675,0.490735,0.55,0.15,0.86
170,'2024/11/10 16:15:02:214',3,0.459861,0.31529,0.500559,0.317117,0.554594,0.314653,0.595329,0.308752,0.52984,0.408272,0.527057,0.253727,0.507881,0.485719,0.55467,0.482476,0.531242,0.476112,0.531538,0.490529,0.55,0.15,0.86
171,'2024/11/10 16:15:02:247',3,0.459858,0.315251,0.500963,0.317049,0.55538,0.314435,0.596302,0.308295,0.530644,0.408508,0.527916,0.254001,0.507875,0.48533,0.5549,0.481981,0.531536,0.476164,0.53179,0.489328,0.55,0.15,0.86
172,'2024/11/10 16:15:02:280',3,0.460418,0.316283,0.501426,0.317496,0.555879,0.314609,0.596691,0.30875,0.531172,0.408231,0.528338,0.25496,0.507759,0.484829,0.555374,0.482057,0.531797,0.476414,0.532032,0.489347,0.55,0.15,0.86
173,'2024/11/10 16:15:02:315',3,0.460349,0.315827,0.501288,0.317874,0.555397,0.31535,0.59613,0.309161,0.530659,0.408171,0.528149,0.254668,0.50734,0.484146,0.554601,0.48199,0.531166,0.475565,0.531389,0.489664,0.55,0.15,0.86
174,'2024/11/10 16:15:02:347',3,0.459908,0.314995,0.500983,0.317127,0.555544,0.314694,0.596361,0.308442,0.530713,0.408148,0.527985,0.253587,0.507637,0.484117,0.554665,0.481769,0.531334,0.474938,0.531613,0.489329,0.55,0.15,0.86
175,'2024/11/10 16:15:02:380',3,0.460346,0.314805,0.501201,0.317199,0.55565,0.315115,0.5965,0.309139,0.530218,0.407625,0.528165,0.254552,0.507753,0.484955,0.554612,0.482634,0.531095,0.475605,0.531368,0.49002,0.55,0.15,0.86
176,'2024/11/10 16:15:02:413',3,0.461117,0.315778,0.50162,0.318397,0.555239,0.316162,0.595579,0.309833,0.530935,0.40972,0.528228,0.256343,0.50864,0.48574,0.55447,0.483303,0.531705,0.476433,0.53197,0.491227,0.55,0.15,0.86
177,'2024/11/10 16:15:02:447',3,0.461,0.31646,0.501645,0.318774,0.555359,0.316557,0.595886,0.310466,0.530849,0.410285,0.52825,0.255952,0.508048,0.485441,0.55465,0.483197,0.531486,0.476662,0.531773,0.491009,0.55,0.15,0.86
178,'2024/11/10 16:15:02:480',3,0.460407,0.316239,0.501261,0.318352,0.555489,0.316094,0.596201,0.309907,0.53133,0.411149,0.528089,0.255071,0.507854,0.484024,0.555958,0.481302,0.532127,0.475893,0.53243,0.48869,0.55,0.15,0.86
179,'2024/11/10 16:15:02:513',3,0.460671,0.315713,0.501597,0.317948,0.556029,0.31591,0.596904,0.309984,0.530977,0.409828,0.528681,0.255135,0.507558,0.483649,0.555214,0.481702,0.531457,0.475468,0.531763,0.488266,0.55,0.15,0.86
180,'2024/11/10 16:15:02:547',3,0.461016,0.316116,0.501698,0.317829,0.555815,0.315744,0.596434,0.31032,0.531283,0.410488,0.528613,0.255334,0.507536,0.484192,0.555632,0.481866,0.531827,0.476759,0.532102,0.489294,0.55,0.15,0.86
181,'2024/11/10 16:15:02:580',3,0.460555,0.315814,0.501338,0.317788,0.555362,0.315828,0.595917,0.310201,0.531309,0.410702,0.528323,0.2549,0.507495,0.483748,0.555446,0.481122,0.531845,0.47626,0.532073,0.48877,0.55,0.15,0.86
182,'2024/11/10 16:15:02:613',3,0.460449,0.315914,0.501231,0.317233,0.555328,0.315023,0.596015,0.309691,0.530861,0.409543,0.528118,0.254454,0.506894,0.484045,0.555195,0.481497,0.531361,0.47603,0.531549,0.489146,0.55,0.15,0.86
183,'2024/11/10 16:15:02:647',3,0.460004,0.316381,0.500964,0.317775,0.555427,0.315328,0.596285,0.309662,0.530833,0.41041,0.527909,0.254727,0.507086,0.484761,0.555695,0.481878,0.531613,0.476888,0.53185,0.489097,0.55,0.15,0.86
184,'2024/11/10 16:15:02:680',3,0.460103,0.316523,0.501021,0.317969,0.555392,0.31538,0.596218,0.309513,0.530784,0.410822,0.527853,0.255296,0.507233,0.484998,0.555973,0.481948,0.531739,0.47733,0.532008,0.48927,0.55,0.15,0.86
185,'2024/11/10 16:15:02:713',3,0.46014,0.316905,0.501095,0.318294,0.555458,0.315571,0.596141,0.309542,0.531219,0.410945,0.527992,0.255281,0.507275,0.485722,0.55596,0.482508,0.531964,0.477852,0.532163,0.490808,0.55,0.15,0.86
186,'2024/11/10 16:15:02:747',3,0.460157,0.317185,0.501109,0.318307,0.55547,0.315423,0.596231,0.309512,0.531035,0.41032,0.5279,0.254993,0.507128,0.485635,0.555977,0.482665,0.531811,0.477696,0.532028,0.490565,0.55,0.15,0.86
187,'2024/11/10 16:15:02:780',3,0.459952,0.316642,0.500947,0.317686,0.55559,0.314853,0.59654,0.309138,0.530817,0.410012,0.527822,0.254721,0.507321,0.485211,0.556092,0.482097,0.531859,0.477369,0.532076,0.490345,0.55,0.15,0.86
188,'2024/11/10 16:15:02:813',3,0.460086,0.315842,0.501161,0.317548,0.555803,0.315042,0.596736,0.309164,0.531011,0.41115,0.528056,0.255008,0.507707,0.485326,0.556042,0.482442,0.532044,0.477809,0.532231,0.490585,0.55,0.15,0.86
189,'2024/11/10 16:15:02:847',3,0.460876,0.315694,0.501571,0.317684,0.555571,0.315389,0.596143,0.309471,0.530982,0.412072,0.528174,0.25536,0.507181,0.484131,0.555707,0.481831,0.531643,0.477081,0.531848,0.490338,0.55,0.15,0.86
190,'2024/11/10 16:15:02:879',3,0.460601,0.316021,0.501388,0.318116,0.555486,0.315771,0.59612,0.309725,0.530856,0.411227,0.528025,0.256176,0.506875,0.483997,0.555661,0.481627,0.53155,0.477398,0.531704,0.490528,0.55,0.15,0.86
191,'2024/11/10 16:15:02:913',3,0.460308,0.315838,0.501085,0.317889,0.55533,0.315492,0.596038,0.309441,0.530698,0.41204,0.527722,0.255449,0.507141,0.484085,0.555685,0.481914,0.531564,0.477713,0.531793,0.489831,0.55,0.15,0.86
192,'2024/11/10 16:15:02:947',3,0.46017,0.315628,0.501006,0.317639,0.555272,0.315417,0.596025,0.309508,0.530628,0.411511,0.527715,0.255307,0.507124,0.48406,0.555503,0.481861,0.531474,0.476847,0.531701,0.490027,0.55,0.15,0.86
193,'2024/11/10 16:15:02:979',3,0.460305,0.315599,0.50107,0.31786,0.555236,0.315683,0.595968,0.309744,0.530532,0.411599,0.52776,0.255917,0.507119,0.483932,0.555701,0.481658,0.531508,0.476515,0.53174,0.489486,0.55,0.15,0.86
